CO_MUN_GEO;NO_MUN;NO_MUN_MIN;CO_MUN_ATUALIZADOS
5305000;CARMO DO RIO VERDE;Carmo do Rio Verde;5205000
5305059;CASTELANDIA;Castelândia;5205059
5305109;CATALAO;Catalão;5205109
5305208;CATURAI;Caturaí;5205208
5305307;CAVALCANTE;Cavalcante;5205307
5305406;CERES;Ceres;5205406
5305455;CEZARINA;Cezarina;5205455
5305471;CHAPADAO DO CEU;Chapadão do Céu;5205471
5305497;CIDADE OCIDENTAL;Cidade Ocidental;5205497
5305513;COCALZINHO DE GOIAS;Cocalzinho de Goiás;5205513
5305521;COLINAS DO SUL;Colinas do Sul;5205521
5305703;CORREGO DO OURO;Córrego do Ouro;5205703
5305802;CORUMBA DE GOIAS;Corumbá de Goiás;5205802
5305901;CORUMBAIBA;Corumbaíba;5205901
5306206;CRISTALINA;Cristalina;5206206
5306305;CRISTIANOPOLIS;Cristianópolis;5206305
5306404;CRIXAS;Crixás;5206404
5306503;CROMINIA;Cromínia;5206503
5306602;CUMARI;Cumari;5206602
5306701;DAMIANOPOLIS;Damianópolis;5206701
5306800;DAMOLANDIA;Damolândia;5206800
5306909;DAVINOPOLIS;Davinópolis;2103752
5307105;DIORAMA;Diorama;5207105
5307253;DOVERLANDIA;Doverlândia;5207253
5307352;EDEALINA;Edealina;5207352
5307402;EDEIA;Edéia;5207402
5307501;ESTRELA DO NORTE;Estrela do Norte;5207501
5307535;FAINA;Faina;5207535
5307600;FAZENDA NOVA;Fazenda Nova;5207600
5307808;FIRMINOPOLIS;Firminópolis;5207808
5307907;FLORES DE GOIAS;Flores de Goiás;5207907
5308004;FORMOSA;Formosa;5208004
5308103;FORMOSO;Formoso;5208103
5308152;GAMELEIRA DE GOIAS;Gameleira de Goiás;5208152
5308301;DIVINOPOLIS DE GOIAS;Divinópolis de Goiás;5208301
5308400;GOIANAPOLIS;Goianápolis;5208400
5308509;GOIANDIRA;Goiandira;5208509
5308608;GOIANESIA;Goianésia;5208608
5308707;GOIANIA;Goiânia;5208707
5308806;GOIANIRA;Goianira;5208806
5308905;GOIAS;Goiás;5208905
5309101;GOIATUBA;Goiatuba;5209101
5309150;GOUVELANDIA;Gouvelândia;5209150
5309200;GUAPO;Guapó;5209200
5309291;GUARAITA;Guaraíta;5209291
5309408;GUARANI DE GOIAS;Guarani de Goiás;5209408
5309457;GUARINOS;Guarinos;5209457
5309606;HEITORAI;Heitoraí;5209606
5309705;HIDROLANDIA;Hidrolândia;2305209
5309804;HIDROLINA;Hidrolina;5209804
5309903;IACIARA;Iaciara;5209903
4211850;OURO VERDE;Ouro Verde;4211850
4211876;PAIAL;Paial;4211876
4211892;PAINEL;Painel;4211892
4211900;PALHOCA;Palhoça;4211900
4212007;PALMA SOLA;Palma Sola;4212007
4212056;PALMEIRA;Palmeira;4212056
4212106;PALMITOS;Palmitos;4212106
4212205;PAPANDUVA;Papanduva;4212205
4212239;PARAISO;Paraíso;4212239
4212254;PASSO DE TORRES;Passo de Torres;4212254
4212270;PASSOS MAIA;Passos Maia;4212270
4212304;PAULO LOPES;Paulo Lopes;4212304
4212403;PEDRAS GRANDES;Pedras Grandes;4212403
4212502;PENHA;Penha;4212502
4212601;PERITIBA;Peritiba;4212601
4212650;PESCARIA BRAVA;Pescaria Brava;#N/D
4212700;PETROLANDIA;Petrolândia;2611002
4212809;PICARRAS;Piçarras;#N/D
4212908;PINHALZINHO;Pinhalzinho;4212908
4213005;PINHEIRO PRETO;Pinheiro Preto;4213005
4213104;PIRATUBA;Piratuba;4213104
4213153;PLANALTO ALEGRE;Planalto Alegre;4213153
4213203;POMERODE;Pomerode;4213203
4213302;PONTE ALTA;Ponte Alta;4213302
4213351;PONTE ALTA DO NORTE;Ponte Alta do Norte;4213351
4213401;PONTE SERRADA;Ponte Serrada;4213401
4213500;PORTO BELO;Porto Belo;4213500
4213609;PORTO UNIAO;Porto União;4213609
4213708;POUSO REDONDO;Pouso Redondo;4213708
4213807;PRAIA GRANDE;Praia Grande;4213807
4213906;PRESIDENTE CASTELO BRANCO;Presidente Castelo Branco;4120408
4214003;PRESIDENTE GETULIO;Presidente Getúlio;4214003
4214102;PRESIDENTE NEREU;Presidente Nereu;4214102
4214151;PRINCESA;Princesa;4214151
4214201;QUILOMBO;Quilombo;4214201
4214300;RANCHO QUEIMADO;Rancho Queimado;4214300
4214409;RIO DAS ANTAS;Rio das Antas;4214409
4214508;RIO DO CAMPO;Rio do Campo;4214508
4214607;RIO DO OESTE;Rio do Oeste;4214607
4214706;RIO DOS CEDROS;Rio dos Cedros;4214706
4214805;RIO DO SUL;Rio do Sul;4214805
4214904;RIO FORTUNA;Rio Fortuna;4214904
4215000;RIO NEGRINHO;Rio Negrinho;4215000
4215059;RIO RUFINO;Rio Rufino;4215059
4215075;RIQUEZA;Riqueza;4215075
4215109;RODEIO;Rodeio;4215109
4215208;ROMELANDIA;Romelândia;4215208
4215307;SALETE;Salete;4215307
4215356;SALTINHO;Saltinho;4215356
4215406;SALTO VELOSO;Salto Veloso;4215406
4215455;SANGAO;Sangão;4215455
4215505;SANTA CECILIA;Santa Cecília;2513158
4215554;SANTA HELENA;Santa Helena;2109809
4215604;SANTA ROSA DE LIMA;Santa Rosa de Lima;2806503
4215653;SANTA ROSA DO SUL;Santa Rosa do Sul;4215653
4215679;SANTA TEREZINHA;Santa Terezinha;5107776
4215687;SANTA TEREZINHA DO PROGRESSO;Santa Terezinha do Progresso;4215687
4215695;SANTIAGO DO SUL;Santiago do Sul;4215695
4215703;SANTO AMARO DA IMPERATRIZ;Santo Amaro da Imperatriz;4215703
4215752;SAO BERNARDINO;São Bernardino;4215752
4215802;SAO BENTO DO SUL;São Bento do Sul;4215802
4215901;SAO BONIFACIO;São Bonifácio;4215901
4216008;SAO CARLOS;São Carlos;4216008
4216057;SAO CRISTOVAO DO SUL;São Cristovão do Sul;4216057
4216107;SAO DOMINGOS;São Domingos;2806800
4216206;SAO FRANCISCO DO SUL;São Francisco do Sul;4216206
4216255;SAO JOAO DO OESTE;São João do Oeste;4216255
4216305;SAO JOAO BATISTA;São João Batista;2111003
4216354;SAO JOAO DO ITAPERIU;São João do Itaperiú;4216354
4216404;SAO JOAO DO SUL;São João do Sul;4216404
4216503;SAO JOAQUIM;São Joaquim;4216503
4216602;SAO JOSE;São José;4216602
5309937;INACIOLANDIA;Inaciolândia;5209937
5309952;INDIARA;Indiara;5209952
5310000;INHUMAS;Inhumas;5210000
5310109;IPAMERI;Ipameri;5210109
5310158;IPIRANGA DE GOIAS;Ipiranga de Goiás;5210158
5310208;IPORA;Iporá;5210208
5310307;ISRAELANDIA;Israelândia;5210307
5310406;ITABERAI;Itaberaí;5210406
5310562;ITAGUARI;Itaguari;5210562
5310604;ITAGUARU;Itaguaru;5210604
5310802;ITAJA;Itajá;2404853
5310901;ITAPACI;Itapaci;5210901
5311008;ITAPIRAPUA;Itapirapuã;5211008
5311206;ITAPURANGA;Itapuranga;5211206
5311305;ITARUMA;Itarumã;5211305
5311404;ITAUCU;Itauçu;5211404
5311503;ITUMBIARA;Itumbiara;5211503
5311602;IVOLANDIA;Ivolândia;5211602
5311701;JANDAIA;Jandaia;5211701
5311800;JARAGUA;Jaraguá;5211800
5311909;JATAI;Jataí;5211909
5312006;JAUPACI;Jaupaci;5212006
5312055;JESUPOLIS;Jesúpolis;5212055
5312105;JOVIANIA;Joviânia;5212105
5312204;JUSSARA;Jussara;5212204
5312253;LAGOA SANTA;Lagoa Santa;5212253
5312303;LEOPOLDO DE BULHOES;Leopoldo de Bulhões;5212303
5312501;LUZIANIA;Luziânia;5212501
5312600;MAIRIPOTABA;Mairipotaba;5212600
5312709;MAMBAI;Mambaí;5212709
5312808;MARA ROSA;Mara Rosa;5212808
5312907;MARZAGAO;Marzagão;5212907
5312956;MATRINCHA;Matrinchã;5212956
5313004;MAURILANDIA;Maurilândia;5213004
5313053;MIMOSO DE GOIAS;Mimoso de Goiás;5213053
5313087;MINACU;Minaçu;5213087
5313103;MINEIROS;Mineiros;5213103
5313400;MOIPORA;Moiporá;5213400
5313509;MONTE ALEGRE DE GOIAS;Monte Alegre de Goiás;5213509
5313707;MONTES CLAROS DE GOIAS;Montes Claros de Goiás;5213707
5313756;MONTIVIDIU;Montividiu;5213756
5313772;MONTIVIDIU DO NORTE;Montividiu do Norte;5213772
5313806;MORRINHOS;Morrinhos;2308906
5313855;MORRO AGUDO DE GOIAS;Morro Agudo de Goiás;5213855
5313905;MOSSAMEDES;Mossâmedes;5213905
5314002;MOZARLANDIA;Mozarlândia;5214002
5314051;MUNDO NOVO;Mundo Novo;5005681
5314101;MUTUNOPOLIS;Mutunópolis;5214101
5314408;NAZARIO;Nazário;5214408
5314507;NEROPOLIS;Nerópolis;5214507
5314606;NIQUELANDIA;Niquelândia;5214606
5314705;NOVA AMERICA;Nova América;5214705
5314804;NOVA AURORA;Nova Aurora;5214804
5314838;NOVA CRIXAS;Nova Crixás;5214838
5314861;NOVA GLORIA;Nova Glória;5214861
5314879;NOVA IGUACU DE GOIAS;Nova Iguaçu de Goiás;5214879
5314903;NOVA ROMA;Nova Roma;5214903
5315009;NOVA VENEZA;Nova Veneza;5215009
5315207;NOVO BRASIL;Novo Brasil;5215207
5315231;NOVO GAMA;Novo Gama;5215231
5315256;NOVO PLANALTO;Novo Planalto;5215256
5315306;ORIZONA;Orizona;5215306
5315405;OURO VERDE DE GOIAS;Ouro Verde de Goiás;5215405
5315504;OUVIDOR;Ouvidor;5215504
5315603;PADRE BERNARDO;Padre Bernardo;5215603
5315652;PALESTINA DE GOIAS;Palestina de Goiás;5215652
5315702;PALMEIRAS DE GOIAS;Palmeiras de Goiás;5215702
5315801;PALMELO;Palmelo;5215801
5315900;PALMINOPOLIS;Palminópolis;5215900
5316007;PANAMA;Panamá;5216007
5316304;PARANAIGUARA;Paranaiguara;5216304
5316403;PARAUNA;Paraúna;5216403
5316452;PEROLANDIA;Perolândia;5216452
5316809;PETROLINA DE GOIAS;Petrolina de Goiás;5216809
5316908;PILAR DE GOIAS;Pilar de Goiás;5216908
5317104;PIRACANJUBA;Piracanjuba;5217104
5317203;PIRANHAS;Piranhas;2707107
5317302;PIRENOPOLIS;Pirenópolis;5217302
5317401;PIRES DO RIO;Pires do Rio;5217401
5317609;PLANALTINA;Planaltina;5217609
5317708;PONTALINA;Pontalina;5217708
5318003;PORANGATU;Porangatu;5218003
5318052;PORTEIRAO;Porteirão;5218052
5318102;PORTELANDIA;Portelândia;5218102
5318300;POSSE;Posse;5218300
5318391;PROFESSOR JAMIL;Professor Jamil;5218391
5318508;QUIRINOPOLIS;Quirinópolis;5218508
5318607;RIALMA;Rialma;5218607
5318706;RIANAPOLIS;Rianápolis;5218706
5318789;RIO QUENTE;Rio Quente;5218789
5318805;RIO VERDE;Rio Verde;5218805
5318904;RUBIATABA;Rubiataba;5218904
5319001;SANCLERLANDIA;Sanclerlândia;5219001
5319100;SANTA BARBARA DE GOIAS;Santa Bárbara de Goiás;5219100
5319209;SANTA CRUZ DE GOIAS;Santa Cruz de Goiás;5219209
5319258;SANTA FE DE GOIAS;Santa Fé de Goiás;5219258
5319308;SANTA HELENA DE GOIAS;Santa Helena de Goiás;5219308
5319357;SANTA ISABEL;Santa Isabel;5219357
5319407;SANTA RITA DO ARAGUAIA;Santa Rita do Araguaia;5219407
5319456;SANTA RITA DO NOVO DESTINO;Santa Rita do Novo Destino;5219456
5319506;SANTA ROSA DE GOIAS;Santa Rosa de Goiás;5219506
5319605;SANTA TEREZA DE GOIAS;Santa Tereza de Goiás;5219605
5319704;SANTA TEREZINHA DE GOIAS;Santa Terezinha de Goiás;5219704
5319712;SANTO ANTONIO DA BARRA;Santo Antônio da Barra;5219712
5319738;SANTO ANTONIO DE GOIAS;Santo Antônio de Goiás;5219738
5319753;SANTO ANTONIO DO DESCOBERTO;Santo Antônio do Descoberto;5219753
5319803;SAO DOMINGOS;São Domingos;2806800
5319902;SAO FRANCISCO DE GOIAS;São Francisco de Goiás;5219902
5320009;SAO JOAO D'ALIANCA;São João d'Aliança;5220009
5320058;SAO JOAO DA PARAUNA;São João da Paraúna;5220058
5320108;SAO LUIS DE MONTES BELOS;São Luís de Montes Belos;5220108
5320157;SAO LUIZ DO NORTE;São Luíz do Norte;5220157
5320207;SAO MIGUEL DO ARAGUAIA;São Miguel do Araguaia;5220207
5320264;SAO MIGUEL DO PASSA QUATRO;São Miguel do Passa Quatro;5220264
5320280;SAO PATRICIO;São Patrício;5220280
5320405;SAO SIMAO;São Simão;5220405
5320454;SENADOR CANEDO;Senador Canedo;5220454
5320504;SERRANOPOLIS;Serranópolis;5220504
5320603;SILVANIA;Silvânia;5220603
5320686;SIMOLANDIA;Simolândia;5220686
5320702;SITIO D'ABADIA;Sítio d'Abadia;5220702
5321007;TAQUARAL DE GOIAS;Taquaral de Goiás;5221007
5321080;TERESINA DE GOIAS;Teresina de Goiás;5221080
5321197;TEREZOPOLIS DE GOIAS;Terezópolis de Goiás;5221197
5321304;TRES RANCHOS;Três Ranchos;5221304
5321403;TRINDADE;Trindade;2615607
5321452;TROMBAS;Trombas;5221452
5321502;TURVANIA;Turvânia;5221502
5321551;TURVELANDIA;Turvelândia;5221551
5321577;UIRAPURU;Uirapuru;5221577
5321601;URUACU;Uruaçu;5221601
5321700;URUANA;Uruana;5221700
5321809;URUTAI;Urutaí;5221809
5321858;VALPARAISO DE GOIAS;Valparaíso de Goiás;5221858
5321908;VARJAO;Varjão;5221908
5322005;VIANOPOLIS;Vianópolis;5222005
5322054;VICENTINOPOLIS;Vicentinópolis;5222054
5322203;VILA BOA;Vila Boa;5222203
5322302;VILA PROPICIO;Vila Propício;5222302
9300000;EXTERIOR;Exterior;#N/D
5400108;BRASILIA;Brasília;5300108
5104526;IPIRANGA DO NORTE;Ipiranga do Norte;5104526
9999999;NAO DECLARADO;Município Não Declarado;#N/D
4123006;SALTO DO LONTRA;Salto do Lontra;4123006
4123105;SANTA AMELIA;Santa Amélia;4123105
4123204;SANTA CECILIA DO PAVAO;Santa Cecília do Pavão;4123204
4123303;SANTA CRUZ DE MONTE CASTELO;Santa Cruz de Monte Castelo;4123303
4123402;SANTA FE;Santa Fé;4123402
4123501;SANTA HELENA;Santa Helena;2109809
4123600;SANTA INES;Santa Inês;2109908
4123709;SANTA ISABEL DO IVAI;Santa Isabel do Ivaí;4123709
4123808;SANTA IZABEL DO OESTE;Santa Izabel do Oeste;4123808
4123824;SANTA LUCIA;Santa Lúcia;4123824
4123857;SANTA MARIA DO OESTE;Santa Maria do Oeste;4123857
4123907;SANTA MARIANA;Santa Mariana;4123907
4123956;SANTA MONICA;Santa Mônica;4123956
4124004;SANTANA DO ITARARE;Santana do Itararé;4124004
4124020;SANTA TEREZA DO OESTE;Santa Tereza do Oeste;4124020
4124053;SANTA TEREZINHA DE ITAIPU;Santa Terezinha de Itaipu;4124053
4124103;SANTO ANTONIO DA PLATINA;Santo Antônio da Platina;4124103
4124202;SANTO ANTONIO DO CAIUA;Santo Antônio do Caiuá;4124202
4124301;SANTO ANTONIO DO PARAISO;Santo Antônio do Paraíso;4124301
4124400;SANTO ANTONIO DO SUDOESTE;Santo Antônio do Sudoeste;4124400
4124509;SANTO INACIO;Santo Inácio;4124509
4124608;SAO CARLOS DO IVAI;São Carlos do Ivaí;4124608
4124707;SAO JERONIMO DA SERRA;São Jerônimo da Serra;4124707
4124806;SAO JOAO;São João;2613206
4124905;SAO JOAO DO CAIUA;São João do Caiuá;4124905
4125001;SAO JOAO DO IVAI;São João do Ivaí;4125001
4125100;SAO JOAO DO TRIUNFO;São João do Triunfo;4125100
4125209;SAO JORGE D'OESTE;São Jorge d'Oeste;4125209
4125308;SAO JORGE DO IVAI;São Jorge do Ivaí;4125308
4125357;SAO JORGE DO PATROCINIO;São Jorge do Patrocínio;4125357
4125407;SAO JOSE DA BOA VISTA;São José da Boa Vista;4125407
4125456;SAO JOSE DAS PALMEIRAS;São José das Palmeiras;4125456
4125506;SAO JOSE DOS PINHAIS;São José dos Pinhais;4125506
4125555;SAO MANOEL DO PARANA;São Manoel do Paraná;4125555
4125605;SAO MATEUS DO SUL;São Mateus do Sul;4125605
4125704;SAO MIGUEL DO IGUACU;São Miguel do Iguaçu;4125704
4125753;SAO PEDRO DO IGUACU;São Pedro do Iguaçu;4125753
4125803;SAO PEDRO DO IVAI;São Pedro do Ivaí;4125803
4125902;SAO PEDRO DO PARANA;São Pedro do Paraná;4125902
4126009;SAO SEBASTIAO DA AMOREIRA;São Sebastião da Amoreira;4126009
4126108;SAO TOME;São Tomé;2412906
4126207;SAPOPEMA;Sapopema;4126207
4126256;SARANDI;Sarandi;4126256
4126272;SAUDADE DO IGUACU;Saudade do Iguaçu;4126272
4126306;SENGES;Sengés;4126306
4126355;SERRANOPOLIS DO IGUACU;Serranópolis do Iguaçu;4126355
4126405;SERTANEJA;Sertaneja;4126405
4126504;SERTANOPOLIS;Sertanópolis;4126504
4126603;SIQUEIRA CAMPOS;Siqueira Campos;4126603
4126652;SULINA;Sulina;4126652
4126678;TAMARANA;Tamarana;4126678
4126702;TAMBOARA;Tamboara;4126702
4126801;TAPEJARA;Tapejara;4126801
4126900;TAPIRA;Tapira;4126900
4127007;TEIXEIRA SOARES;Teixeira Soares;4127007
4127106;TELEMACO BORBA;Telêmaco Borba;4127106
4127205;TERRA BOA;Terra Boa;4127205
4127304;TERRA RICA;Terra Rica;4127304
4127403;TERRA ROXA;Terra Roxa;4127403
4127502;TIBAGI;Tibagi;4127502
4127601;TIJUCAS DO SUL;Tijucas do Sul;4127601
4127700;TOLEDO;Toledo;4127700
4314464;PINHAL DA SERRA;Pinhal da Serra;4314464
4314472;PINHAL GRANDE;Pinhal Grande;4314472
4314498;PINHEIRINHO DO VALE;Pinheirinho do Vale;4314498
4314506;PINHEIRO MACHADO;Pinheiro Machado;4314506
4314548;PINTO BANDEIRA;Pinto Bandeira;#N/D
4314555;PIRAPO;Pirapó;4314555
4314605;PIRATINI;Piratini;4314605
4314704;PLANALTO;Planalto;4119806
4314753;POCO DAS ANTAS;Poço das Antas;4314753
4314779;PONTAO;Pontão;4314779
4314787;PONTE PRETA;Ponte Preta;4314787
4314803;PORTAO;Portão;4314803
4314902;PORTO ALEGRE;Porto Alegre;4314902
4315008;PORTO LUCENA;Porto Lucena;4315008
4315057;PORTO MAUA;Porto Mauá;4315057
4315073;PORTO VERA CRUZ;Porto Vera Cruz;4315073
4315107;PORTO XAVIER;Porto Xavier;4315107
4315131;POUSO NOVO;Pouso Novo;4315131
4315149;PRESIDENTE LUCENA;Presidente Lucena;4315149
4315156;PROGRESSO;Progresso;4315156
4315172;PROTASIO ALVES;Protásio Alves;4315172
4315206;PUTINGA;Putinga;4315206
4315305;QUARAI;Quaraí;4315305
4315313;QUATRO IRMAOS;Quatro Irmãos;4315313
4315321;QUEVEDOS;Quevedos;4315321
4315354;QUINZE DE NOVEMBRO;Quinze de Novembro;4315354
4315404;REDENTORA;Redentora;4315404
4315453;RELVADO;Relvado;4315453
4315503;RESTINGA SECA;Restinga Seca;4315503
4315552;RIO DOS INDIOS;Rio dos Índios;4315552
4315602;RIO GRANDE;Rio Grande;4315602
4315701;RIO PARDO;Rio Pardo;4315701
4315750;RIOZINHO;Riozinho;4315750
4315800;ROCA SALES;Roca Sales;4315800
4315909;RODEIO BONITO;Rodeio Bonito;4315909
4315958;ROLADOR;Rolador;4315958
4316006;ROLANTE;Rolante;4316006
4316105;RONDA ALTA;Ronda Alta;4316105
4316204;RONDINHA;Rondinha;4316204
4316303;ROQUE GONZALES;Roque Gonzales;4316303
4316402;ROSARIO DO SUL;Rosário do Sul;4316402
4316428;SAGRADA FAMILIA;Sagrada Família;4316428
4316436;SALDANHA MARINHO;Saldanha Marinho;4316436
4316451;SALTO DO JACUI;Salto do Jacuí;4316451
4316477;SALVADOR DAS MISSOES;Salvador das Missões;4316477
4316501;SALVADOR DO SUL;Salvador do Sul;4316501
4316600;SANANDUVA;Sananduva;4316600
4316709;SANTA BARBARA DO SUL;Santa Bárbara do Sul;4316709
4316733;SANTA CECILIA DO SUL;Santa Cecília do Sul;4316733
4316758;SANTA CLARA DO SUL;Santa Clara do Sul;4316758
4316808;SANTA CRUZ DO SUL;Santa Cruz do Sul;4316808
4316907;SANTA MARIA;Santa Maria;2409332
4316956;SANTA MARIA DO HERVAL;Santa Maria do Herval;4316956
4316972;SANTA MARGARIDA DO SUL;Santa Margarida do Sul;4316972
4317004;SANTANA DA BOA VISTA;Santana da Boa Vista;4317004
4317103;SANTANA DO LIVRAMENTO;Santana do Livramento;4317103
4317202;SANTA ROSA;Santa Rosa;4317202
4317251;SANTA TEREZA;Santa Tereza;4317251
4317301;SANTA VITORIA DO PALMAR;Santa Vitória do Palmar;4317301
4317400;SANTIAGO;Santiago;4317400
4317509;SANTO ANGELO;Santo Ângelo;4317509
4317558;SANTO ANTONIO DO PALMA;Santo Antônio do Palma;4317558
4317608;SANTO ANTONIO DA PATRULHA;Santo Antônio da Patrulha;4317608
4317707;SANTO ANTONIO DAS MISSOES;Santo Antônio das Missões;4317707
4317756;SANTO ANTONIO DO PLANALTO;Santo Antônio do Planalto;4317756
4317806;SANTO AUGUSTO;Santo Augusto;4317806
4317905;SANTO CRISTO;Santo Cristo;4317905
4317954;SANTO EXPEDITO DO SUL;Santo Expedito do Sul;4317954
4318002;SAO BORJA;São Borja;4318002
4318051;SAO DOMINGOS DO SUL;São Domingos do Sul;4318051
4318101;SAO FRANCISCO DE ASSIS;São Francisco de Assis;4318101
4318200;SAO FRANCISCO DE PAULA;São Francisco de Paula;4318200
4318309;SAO GABRIEL;São Gabriel;2929255
4318408;SAO JERONIMO;São Jerônimo;4318408
4318424;SAO JOAO DA URTIGA;São João da Urtiga;4318424
4318432;SAO JOAO DO POLESINE;São João do Polêsine;4318432
4318440;SAO JORGE;São Jorge;4318440
4318457;SAO JOSE DAS MISSOES;São José das Missões;4318457
4318465;SAO JOSE DO HERVAL;São José do Herval;4318465
4318481;SAO JOSE DO HORTENCIO;São José do Hortêncio;4318481
4318499;SAO JOSE DO INHACORA;São José do Inhacorá;4318499
4318507;SAO JOSE DO NORTE;São José do Norte;4318507
4318606;SAO JOSE DO OURO;São José do Ouro;4318606
4318614;SAO JOSE DO SUL;São José do Sul;4318614
4318622;SAO JOSE DOS AUSENTES;São José dos Ausentes;4318622
4318705;SAO LEOPOLDO;São Leopoldo;4318705
4318804;SAO LOURENCO DO SUL;São Lourenço do Sul;4318804
4318903;SAO LUIZ GONZAGA;São Luiz Gonzaga;4318903
4319000;SAO MARCOS;São Marcos;4319000
4319109;SAO MARTINHO;São Martinho;4217105
4319125;SAO MARTINHO DA SERRA;São Martinho da Serra;4319125
4319158;SAO MIGUEL DAS MISSOES;São Miguel das Missões;4319158
4319208;SAO NICOLAU;São Nicolau;4319208
4319307;SAO PAULO DAS MISSOES;São Paulo das Missões;4319307
4319356;SAO PEDRO DA SERRA;São Pedro da Serra;4319356
4319364;SAO PEDRO DAS MISSOES;São Pedro das Missões;4319364
4319372;SAO PEDRO DO BUTIA;São Pedro do Butiá;4319372
4319406;SAO PEDRO DO SUL;São Pedro do Sul;4319406
4319505;SAO SEBASTIAO DO CAI;São Sebastião do Caí;4319505
4319604;SAO SEPE;São Sepé;4319604
4319703;SAO VALENTIM;São Valentim;4319703
4319711;SAO VALENTIM DO SUL;São Valentim do Sul;4319711
4319737;SAO VALERIO DO SUL;São Valério do Sul;4319737
4319752;SAO VENDELINO;São Vendelino;4319752
4319802;SAO VICENTE DO SUL;São Vicente do Sul;4319802
4319901;SAPIRANGA;Sapiranga;4319901
4320008;SAPUCAIA DO SUL;Sapucaia do Sul;4320008
4320107;SARANDI;Sarandi;4126256
4320206;SEBERI;Seberi;4320206
4320230;SEDE NOVA;Sede Nova;4320230
4320263;SEGREDO;Segredo;4320263
4320305;SELBACH;Selbach;4320305
4320321;SENADOR SALGADO FILHO;Senador Salgado Filho;4320321
4320354;SENTINELA DO SUL;Sentinela do Sul;4320354
4320404;SERAFINA CORREA;Serafina Corrêa;4320404
4320453;SERIO;Sério;4320453
4320503;SERTAO;Sertão;4320503
4320552;SERTAO SANTANA;Sertão Santana;4320552
4320578;SETE DE SETEMBRO;Sete de Setembro;4320578
4320602;SEVERIANO DE ALMEIDA;Severiano de Almeida;4320602
4320651;SILVEIRA MARTINS;Silveira Martins;4320651
4320677;SINIMBU;Sinimbu;4320677
4320701;SOBRADINHO;Sobradinho;2930774
4320800;SOLEDADE;Soledade;2516102
4320859;TABAI;Tabaí;4320859
4320909;TAPEJARA;Tapejara;4126801
4321006;TAPERA;Tapera;4321006
4321105;TAPES;Tapes;4321105
4321204;TAQUARA;Taquara;4321204
4321303;TAQUARI;Taquari;4321303
4321329;TAQUARUCU DO SUL;Taquaruçu do Sul;4321329
4321352;TAVARES;Tavares;2516607
4321402;TENENTE PORTELA;Tenente Portela;4321402
4321436;TERRA DE AREIA;Terra de Areia;4321436
4321451;TEUTONIA;Teutônia;4321451
4321469;TIO HUGO;Tio Hugo;4321469
4321477;TIRADENTES DO SUL;Tiradentes do Sul;4321477
4321493;TOROPI;Toropi;4321493
4321501;TORRES;Torres;4321501
4321600;TRAMANDAI;Tramandaí;4321600
4321626;TRAVESSEIRO;Travesseiro;4321626
4321634;TRES ARROIOS;Três Arroios;4321634
4321667;TRES CACHOEIRAS;Três Cachoeiras;4321667
4321709;TRES COROAS;Três Coroas;4321709
4321808;TRES DE MAIO;Três de Maio;4321808
4321832;TRES FORQUILHAS;Três Forquilhas;4321832
4321857;TRES PALMEIRAS;Três Palmeiras;4321857
4321907;TRES PASSOS;Três Passos;4321907
4321956;TRINDADE DO SUL;Trindade do Sul;4321956
4322004;TRIUNFO;Triunfo;2615706
4322103;TUCUNDUVA;Tucunduva;4322103
4322152;TUNAS;Tunas;4322152
4322186;TUPANCI DO SUL;Tupanci do Sul;4322186
4322202;TUPANCIRETA;Tupanciretã;4322202
4322251;TUPANDI;Tupandi;4322251
4322301;TUPARENDI;Tuparendi;4322301
4322327;TURUCU;Turuçu;4322327
4322343;UBIRETAMA;Ubiretama;4322343
4322350;UNIAO DA SERRA;União da Serra;4322350
4322376;UNISTALDA;Unistalda;4322376
4322400;URUGUAIANA;Uruguaiana;4322400
4322509;VACARIA;Vacaria;4322509
4322525;VALE VERDE;Vale Verde;4322525
4302907;CACEQUI;Cacequi;4302907
4303004;CACHOEIRA DO SUL;Cachoeira do Sul;4303004
4303103;CACHOEIRINHA;Cachoeirinha;1703826
4303202;CACIQUE DOBLE;Cacique Doble;4303202
4303301;CAIBATE;Caibaté;4303301
4303400;CAICARA;Caiçara;2503605
4303509;CAMAQUA;Camaquã;4303509
4303558;CAMARGO;Camargo;4303558
4303608;CAMBARA DO SUL;Cambará do Sul;4303608
4303673;CAMPESTRE DA SERRA;Campestre da Serra;4303673
4303707;CAMPINA DAS MISSOES;Campina das Missões;4303707
4303806;CAMPINAS DO SUL;Campinas do Sul;4303806
4303905;CAMPO BOM;Campo Bom;4303905
4304002;CAMPO NOVO;Campo Novo;4304002
4304101;CAMPOS BORGES;Campos Borges;4304101
4304200;CANDELARIA;Candelária;4304200
4304309;CANDIDO GODOI;Cândido Godói;4304309
4304358;CANDIOTA;Candiota;4304358
4304408;CANELA;Canela;4304408
4304507;CANGUCU;Canguçu;4304507
4304606;CANOAS;Canoas;4304606
4304614;CANUDOS DO VALE;Canudos do Vale;4304614
4304622;CAPAO BONITO DO SUL;Capão Bonito do Sul;4304622
4304630;CAPAO DA CANOA;Capão da Canoa;4304630
4304655;CAPAO DO CIPO;Capão do Cipó;4304655
4304663;CAPAO DO LEAO;Capão do Leão;4304663
